# GENERATED: python -m homm3.vc6.weighted_queue
# Sorted by increasing current score, then decreasing unmatched bytes.
# Unscored rows rank at zero; MAX/history never hide current residuals.
va	size	current	maximum	historical	remaining_bytes	unit	function	state
0x0056ab40	1292	97.934944	97.9349	97.9349	26.68052351999998	search	?enter_trigger@searchArray@@QAEEPBVhero@@PAUpathCell@@JW4type_search_type@@@Z	non-exact
0x00551350	257	97.975	97.975	97.975	5.204250000000026	recruit	??0recruitUnit@@QAE@PAVarmyGroup@@EW4TCreatureType@@PAF121212@Z	non-exact
0x004ad340	294	97.99167	97.9917	97.9917	5.904490200000008	events	?write@CCombatInitMsg@@UBEEPAVTAbstractFile@@@Z	non-exact
0x0047d4f0	1084	98.0	98.0	98.0	21.68000000000002	cspriteframe	?DrawAdvObjWithFlagAlpha@CSpriteFrame@@QBEXHHHHPAGHHHHHAAVTPalette16@@GE@Z	non-exact
0x005754f0	596	98.0	98.0	98.0	11.92000000000001	singleselectionpopups	?CreateWin@CBonusDlg@@QAEEPBDPAVCSprite@@H00@Z	non-exact
0x005bcd60	1414	98.00166	98.0017	98.0017	28.256527599999977	town	?load@town@@QAEHPAVTAbstractFile@@H@Z	non-exact
0x005d6810	251	98.02469	98.0247	98.0247	4.958028099999992	townmgr	?WindowHandler@TBuyBuildWindow@@UAEHPAVmessage@@@Z	non-exact
0x00487290	1636	98.02867	98.0287	98.0287	32.25095879999989	customcampaign	?PlaceCrossoverHeroes@ScenarioStruct@TCampaignBrief@@QAEXXZ	non-exact
0x0053ad60	275	98.037384	98.0374	98.0374	5.397193999999986	rmg	?CanPlaceZone@type_random_map_generator@@QAEEPAUTRmgZone@@@Z	non-exact
0x00461190	2332	98.0447	98.0447	98.0447	45.59759599999984	castle	?SetupCastle@townManager@@QAEXPAVheroWindow@@H@Z	non-exact
0x00473ea0	406	98.04511	98.1203	98.1203	7.936853400000037	command	?automate_first_aid_tent@combatManager@@QAEEXZ	non-exact
0x004da420	228	98.101265	98.1013	98.1013	4.329115800000016	hero	?GetExperienceIncrement@hero@@SIHH@Z	non-exact
0x0049d7a0	705	98.10314	98.1031	98.1031	13.372863000000002	event_record	?play_recorded_events@game@@QAEXXZ	non-exact
0x005c6870	1439	98.10499	98.105	98.105	27.269193899999955	townmgr	?SetupTown@townManager@@QAEXE@Z	non-exact
0x0047ad90	878	98.10746	98.1075	98.1075	16.616501199999984	creature_bank	?initialize_creature_bank@@YIXPAUtype_creature_bank@@W4type_creature_bank_type@@@Z	non-exact
0x00524400	329	98.130844	98.1308	98.1308	6.149523240000017	philai	?buy_artifacts@@YIXPAVhero@@PAW4TArtifact@@J@Z	non-exact
0x00466290	1543	98.140205	98.1402	98.1402	28.696636850000132	cmbtmgr	?SetupAndLoadObstacles@combatManager@@QAEXXZ	non-exact
0x004ad1f0	328	98.18797	98.188	98.188	5.943458399999993	events	?read@CCombatInitMsg@@UAEEPAVTAbstractFile@@@Z	non-exact
0x0043bb20	1020	98.19268	98.1927	98.1927	18.434664000000012	ai_tactical	?consider_spell@type_AI_spellcaster@@QAEXPAUtype_spell_choice@@@Z	non-exact
0x005f1610	1278	98.20574	98.2057	98.2057	22.930642799999898	victorylossconditions	?CheckForArtifactWin@VictoryConditionStruct@@QAEEXZ	non-exact
0x0049f070	1893	98.2381	99.1492	99.1492	33.352766999999886	events	?DoCustomArtifact@advManager@@QAEXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z	non-exact
0x004782d0	1461	98.28297	98.283	98.283	25.085808299999957	command	?GetControl@combatManager@@QAEXXZ	non-exact
0x004c0b60	352	98.34513	98.3451	98.3451	5.82514239999999	game	?match_underground_gates@game@@QAEXXZ	non-exact
0x0056b050	999	98.356705	98.3567	98.3567	16.416517050000003	search	?check_town_portal@searchArray@@QAEXPBVhero@@PBUpathCell@@J@Z	non-exact
0x004e51c0	115	98.375	100.0	100.0	1.8687499999999986	hero	?GetHighestSchool@hero@@QBE?AW4TSpellSchool@@W42@@Z	non-exact
0x0041cdf0	669	98.46512	98.4651	98.4651	10.268347200000035	advspells	?SkuttleBoat@advManager@@QAEXH@Z	non-exact
0x004221f0	208	98.469696	98.4697	98.4697	3.1830323200000095	ai	?DoCompAI@combatManager@@QAEXH@Z	non-exact
0x00486110	815	98.49012	98.4901	98.4901	12.305521999999973	customcampaign	?RehomeCampaignHeroSetup@game@@QAEXH@Z	non-exact
0x005bc440	429	98.49315	98.4931	98.4931	6.464386500000018	textwdgt	?Main@textWidget@@UAEHPAVmessage@@@Z	non-exact
0x0059f8a0	659	98.5	98.5	98.5	9.885000000000009	spells	?mark_area_highlights@@YIXHW4TSkillMastery@@J@Z	non-exact
0x00452b80	1568	98.52134	98.5213	98.5213	23.185388800000148	bottomviewsubwindow	??0TBottomViewKingdom@@QAE@PAVheroWindow@@@Z	non-exact
0x00443e30	257	98.52273	98.5227	98.5227	3.796583900000021	army	?get_estimated_damage@army@@QBEJPBV1@JEJ@Z	non-exact
0x00478d80	4180	98.5272	100.0	100.0	61.56304000000031	command	?ProcessNextAction@combatManager@@QAEHAAVmessage@@E@Z	non-exact
0x004ad470	5425	98.53786	99.0481	99.1139	79.32109500000004	events	?DoCombat@advManager@@QAEHUtype_point@@PAVhero@@PAVarmyGroup@@JPAVtown@@12HEE@Z	non-exact
0x005f9220	906	98.54122	98.5412	98.5412	13.216546800000035	viewwrld	?VWDrawRiver@advManager@@QAEXHHHHH@Z	non-exact
0x0044ae60	666	98.5654	98.5654	98.5654	9.554436000000054	armygrp	?GetMorale@armyGroup@@QBEHPBVhero@@PBVtown@@0PBV1@EEE@Z	non-exact
0x005dd390	1662	98.580124	98.5801	98.5801	23.598339119999963	townmgr	?SetupWell@townManager@@QAEXPAVTCastleWindow@@@Z	non-exact
0x004c6a30	543	98.603355	98.6034	98.6034	7.583782350000041	game	?ClaimShipyard@game@@QAEXUtype_point@@H@Z	non-exact
0x005d8480	609	98.606964	98.607	98.607	8.48358923999995	townmgr	?DoTownGate@townManager@@QAEXXZ	non-exact
0x004ca040	497	98.6076	99.6203	99.6203	6.920227999999969	game	?CreateTownHeroes@game@@QAEXPAH@Z	non-exact
0x00575e60	1648	98.65035	98.6504	98.6504	22.242232000000037	singleselectionpopups	?CreateWin@CTownDlg@@QAEEPAVCSprite@@HW4TTownType@@@Z	non-exact
0x005565e0	414	98.70642	98.7064	98.7064	5.355421200000022	remote	?OnPlayerDropUpdateMsg@@YIXK@Z	non-exact
0x005ec550	1978	98.75221	98.7947	98.7947	24.681286199999864	tradpost	?Update@TSellCreatureWindow@@QAEX_N@Z	non-exact
0x005a8950	2457	98.7602	100.0	100.0	30.46188600000005	spells	?ShowSpellMessage@combatManager@@QAEXHHPAVarmy@@@Z	non-exact
0x00579060	593	98.79518	98.7952	98.7952	7.144582599999972	singleselectionwindow	??0CGameHeaderInfoMsg@@QAE@EHPAUGameSelectionHeadersStruct@@@Z	non-exact
0x004dad00	643	98.80734	98.8073	98.8073	7.668803800000006	hero	?get_skill_award@@YI?AW4TSecondarySkill@@PBVhero@@W4TSkillMastery@@1W41@@Z	non-exact
0x0044e940	952	98.83006	98.8301	98.8301	11.13782879999992	bitmap16	?Colorize@Bitmap16Bit@@QAEXHHHHMM@Z	non-exact
0x005d6a80	1135	98.83651	98.8365	98.8365	13.205611500000003	townmgr	?BuildObj@townManager@@QAEXH@Z	non-exact
0x00530120	1661	98.836845	98.8368	98.8368	19.320004550000075	quicktownwindow	??0TQuickTownWindow@@QAE@PBVtown@@W4TViewLevel@0@@Z	non-exact
0x00458120	3100	98.839134	98.8391	98.8391	35.98684599999981	campaignbrief	?AddBonusIcons@TCampaignBrief@@QAEXXZ	non-exact
0x004b9340	576	98.871796	100.0	100.0	6.498455039999996	game	?LoadMinePool@game@@QAEHPAVTAbstractFile@@H@Z	non-exact
0x004bc0e0	593	98.8764	98.8764	98.8764	6.662947999999949	game	??0SavedGameHeader@@QAE@XZ	non-exact
0x0058e700	761	98.88664	98.8866	98.8866	8.472669599999975	singleselectionwindow	?SetNewPlayerSlot@TSingleSelectionWindow@@QAEXPAVCNetPlayerInfo@@@Z	non-exact
0x005fc240	628	98.893936	98.8939	98.8939	6.946081920000042	viewwrld	?init@TViewWorldWindow@@QAEXUtype_point@@E@Z	non-exact
0x004c8780	1975	98.89481	99.837	99.837	21.827502499999788	game	?PerWeek@game@@QAEXXZ	non-exact
0x00522810	198	98.91549	98.9155	98.9155	2.147329799999988	palette	??0TPalette16@@QAE@PBVTPalette24@@@Z	non-exact
0x00441610	1696	98.92514	99.9962	99.9962	18.229625599999995	army	?do_attack@army@@QAEEPAV1@H@Z	non-exact
0x004448f0	2969	98.937	99.551	99.551	31.560470000000084	army	?SetSpellInfluence@army@@QAEXHHHPBVhero@@@Z	non-exact
0x005c34d0	9170	98.94972	98.9497	98.9497	96.31067600000031	townmgr	??0TTownScreenWindow@@QAE@XZ	non-exact
0x004baf00	602	98.96373	98.9637	98.9637	6.238345400000035	game	?SetupPuzzlePieces@game@@QAEHHH@Z	non-exact
0x0045c070	299	98.9798	98.9798	98.9798	3.0503980000000133	campaignbrief	?erase@?$_Tree@HU?$pair@$$CBHUtype_map_hero_info@@@std@@U_Kfn@?$map@HUtype_map_hero_info@@U?$less@H@std@@V?$allocator@Utype_map_hero_info@@@3@@2@U?$less@H@2@V?$allocator@Utype_map_hero_info@@@2@@std@@QAE?AViterator@12@V312@0@Z	non-exact
0x00584550	1688	98.981064	98.9811	98.9811	17.199639679999873	singleselectionwindow	?Update@TSingleSelectionWindow@@QAEHXZ	non-exact
0x004bb5e0	642	98.98148	98.9815	98.9815	6.538898400000003	game	?GetNewHeroId@game@@QAEHHW4THeroClass@@E0@Z	non-exact
0x004375d0	548	98.984924	98.9849	98.9849	5.562616479999959	ai_tactical	?get_frenzy_value@type_AI_spellcaster@@QAEJPBVarmy@@Utype_enchant_data@@@Z	non-exact
0x0054e850	4757	99.01016	99.0102	99.0102	47.08668879999988	recruit	??0TRecruitWindow@@QAE@HHHPAVrecruitUnit@@@Z	non-exact
0x0041d360	1480	99.03863	99.0386	99.0386	14.228276000000086	advspells	?TownGate@advManager@@QAEXH@Z	non-exact
0x005c0400	623	99.05963	99.0596	99.0596	5.858505100000009	town	?show_creature_rewards@@YIXPBVtown@@PAV?$vector@Utype_dialog_resource@@V?$allocator@Utype_dialog_resource@@@std@@@std@@@Z	non-exact
0x005c3310	223	99.08	100.0	100.0	2.051599999999997	townmgr	??0townManager@@QAE@XZ	non-exact
0x004a18b0	1946	99.09019	99.0902	99.0902	17.70490259999978	events	?DoEventCreatureGenerator@advManager@@QAEXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z	non-exact
0x00550940	2568	99.09237	99.1111	99.1111	23.30793839999981	recruit	?Main@recruitUnit@@UAEHAAVmessage@@@Z	non-exact
0x004205d0	389	99.099236	99.0992	99.0992	3.5039719599999937	ai	?choose_defense_hex@combatManager@@QAEEPBVarmy@@0PAJ1PAVsearchArray@@@Z	non-exact
0x0050b260	620	99.1018	99.1018	99.1018	5.568840000000028	misc	?CheckConfigFile@@YIXXZ	non-exact
0x00435b90	210	99.10526	99.1053	99.1053	1.8789539999999871	ai_tactical	?get_simple_attack_effect@type_AI_combat_parameters@@QAEJPBVarmy@@J0JEJ@Z	non-exact
0x00576540	1000	99.10959	99.1096	99.1096	8.904100000000081	singleselectionpopups	?CreateWin@CTeamAlignmentDlg@@QAEEXZ	non-exact
0x004f8880	3710	99.12995	99.1299	99.13	32.27885500000041	levelupwindow	??0TLevelUpWindow@@QAE@PAVhero@@HHH@Z	non-exact
0x004f0490	251	99.15493	99.1549	99.1549	2.1211257000000083	kb	?DoSinglePlayerWindow@@YIHXZ	non-exact
0x004f4eb0	3785	99.166664	99.1667	99.1667	31.541767600000256	kb	?set@type_dialog_icon@@QAEXW4EGameResource@@J@Z	non-exact
0x005253d0	1548	99.180435	99.5109	99.5109	12.686866199999997	philai	?AI_enter_town@@YIXPAVhero@@PAVtown@@@Z	non-exact
0x004b2300	2708	99.2	99.2	99.2	21.66400000000002	findpath	?TestPossibleDirections@searchArray@@QAEXPAVhero@@PAUpathCell@@JJEUtype_point@@JW4type_search_type@@J@Z	non-exact
0x0050f0f0	998	99.20798	99.208	99.208	7.904359599999933	multiplayerwindow	?Update@TMultiPlayerWindow@@QAEXXZ	non-exact
0x004cbd40	2691	99.221344	99.2213	99.2213	20.953632959999993	game	?ReceiveSaveGame@game@@QAEHHHHEE@Z	non-exact
0x00417b20	1598	99.274635	99.2746	99.2746	11.5913327	advmgr	?SetHeroContext@advManager@@QAEXHHEE@Z	non-exact
0x005f1ef0	515	99.28205	99.282	99.282	3.697442500000003	victorylossconditions	?CheckForGrailBuildingWin@VictoryConditionStruct@@QAEEXZ	non-exact
0x0046ceb0	3281	99.28437	99.2844	99.2844	23.479820300000014	combatcontrolsubwindow	??0TCombatCreatureSubWindow@@QAE@HHHHPAVheroWindow@@H@Z	non-exact
0x004ac580	935	99.29664	99.2966	99.2966	6.576416000000079	events	?CombatMonsterEvent@advManager@@QAEHPAVhero@@HPAHPAVNewmapCell@@Utype_point@@W4TCreatureType@@HH4HH@Z	non-exact
0x00463600	984	99.35275	99.3528	99.3528	6.368939999999992	cmbtmgr	?LoadArmies@combatManager@@QAEXE@Z	non-exact
0x004a84f0	9538	99.372734	99.9881	99.9911	59.82863108000039	events	?DispatchEvent@advManager@@QAEXPAVhero@@PAVNewmapCell@@Utype_point@@_N@Z	non-exact
0x00581100	2199	99.38461	99.3846	99.3846	13.5324261000001	singleselectionwindow	?SetupAdvancedOptions@TSingleSelectionWindow@@QAEXXZ	non-exact
0x005b91d0	208	99.38461	99.3846	99.3846	1.2800112000000095	text	?InitializeHighScoreDefaults@@YIEXZ	non-exact
0x004c0520	262	99.4	99.4	99.4	1.5719999999999723	game	?NewMap@game@@QAEEPBD0PAHH@Z	non-exact
0x00487900	717	99.40598	99.406	99.406	4.2591233999999645	customcampaign	?GiveCrossoverArtifacts@ScenarioStruct@TCampaignBrief@@QAEXXZ	non-exact
0x005879a0	537	99.439026	99.439	99.439	3.012430380000016	singleselectionwindow	?GetRandomMapName@@YI?AV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@XZ	non-exact
0x005ba6e0	495	99.44444	99.4444	99.4444	2.750021999999997	textscroller	?SetText@type_text_scroller@@QAEXPBD@Z	non-exact
0x004fc1a0	494	99.47369	99.4737	99.4737	2.5999713999999825	mapcell	?Read@TTimedEvent@@QAEHPAVTAbstractFile@@H@Z	non-exact
0x005f95b0	907	99.53737	99.5374	99.5374	4.196054100000075	viewwrld	?VWDrawRoad@advManager@@QAEXHHHHH@Z	non-exact
0x00570b80	725	99.5679	99.5679	99.5679	3.132725000000014	seerhut	?DoProgressDialog@type_creature_quest@@UAEXXZ	non-exact
0x004e5960	56	99.583336	99.5833	99.5833	0.23333183999999996	hero	?get_primary_skill_total@hero@@QAEFXZ	non-exact
0x00588330	1122	99.61981	99.6198	99.6198	4.265731800000028	singleselectionwindow	?UpdatePlayerPositions@TSingleSelectionWindow@@QAEXE@Z	non-exact
0x004f0690	568	99.62733	99.6273	99.6273	2.116765599999984	kb	?InterpretCommandLine@@YIHXZ	non-exact
0x00490f60	197	99.64286	99.6429	99.6429	0.7035658000000005	diff	?Apply@CDiffFile@@QAEPAXPAEH@Z	non-exact
0x00465330	1270	99.64975	99.6497	99.6497	4.448175000000095	cmbtmgr	?SetNextArmy@combatManager@@QAEXHH@Z	non-exact
0x005c9be0	11504	99.66054	99.6605	99.6605	39.05147840000029	townmgr	??0THallWindow@@QAE@H@Z	non-exact
0x0055ee50	118	99.70731	99.7073	99.7073	0.34537419999999464	rmg_support	??0TRmgRiverPainter@@QAE@PAVTRmgMapAdapterInterface@@HABUTRmgGridPoint@@@Z	non-exact
0x004c06f0	377	99.746376	99.7464	99.7464	0.9561624799999877	game	?randomize_university@game@@QAEXPAVNewmapCell@@@Z	non-exact
0x004c3890	996	99.8359	99.8359	99.8359	1.6344360000000036	game	?loadVictoryCondition@NewSMapHeader@@QAEHDPAVTAbstractFile@@H@Z	non-exact
0x005bd2f0	1026	99.837006	99.837	99.837	1.6723184399999393	town	?save@town@@QAEHPAVTAbstractFile@@@Z	non-exact
0x0045a7a0	419	99.84375	99.8438	99.8438	0.6546875000000093	campaignbrief	??0NewSMapHeader@@QAE@XZ	non-exact
0x004f6990	3212	99.855446	99.8554	99.8554	4.643074479999895	kb	?DoNormalDialog@@YIXUTNormalDialogInfo@@@Z	non-exact
0x005a4970	585	99.85646	99.8565	99.8565	0.8397089999999857	spells	?AreaEffect@combatManager@@QAEXJHJJ@Z	non-exact
0x004702d0	5997	99.860664	99.8607	99.8607	8.355979920000062	combatresultswindow	??0TCombatResultsWindow@@QAE@PBVhero@@0HHEH@Z	non-exact
0x00473c00	671	99.88039	99.8804	99.8804	0.8025830999999478	command	?automate_catapult@combatManager@@QAEEXZ	non-exact
0x005c0f20	342	99.88393	99.8839	99.8839	0.396959399999967	town	?get_buildable_mask@town@@QBE_JXZ	non-exact
0x005042c0	421	99.88535	99.8854	99.8854	0.4826764999999744	mapcell	?NewfullMapFn_005042C0@NewfullMap@@QAEXXZ	non-exact
0x004f00a0	1006	99.887215	99.8872	99.8872	1.1346171000000416	kb	?DoCampaignWindow@@YIEXZ	non-exact
0x0041e190	680	99.89189	99.8919	99.8919	0.7351479999999633	ai	?ChooseBallistaTarget@combatManager@@QAEHHHH@Z	non-exact
0x005af990	593	99.898476	99.8985	99.8985	0.6020373199999839	swapmgr	?handle_backpack_click@swapManager@@QAEXJJE@Z	non-exact
0x0059d040	2976	99.901085	99.9011	99.9011	2.943710400000313	spellbookwindow	?WindowHandler@TSpellbookWindow@@UAEHPAVmessage@@@Z	non-exact
0x005bc280	301	99.91304	99.913	99.913	0.2617496000000078	textwdgt	??0textWidget@@QAE@HHHHPBD0W4TColor@font@@HIHH@Z	non-exact
0x005b4b20	1483	99.92043	99.9204	99.9204	1.1800231000000976	rmg_terrain	?paintPoint@rmgTerrainPainter@@QAEXABUTRmgGridPoint@@@Z	non-exact
0x005be030	467	99.92157	99.9216	99.9216	0.36626809999998133	town	?GiveSpells@town@@QAEXPAVhero@@@Z	non-exact
0x0055b470	721	99.92727	99.9273	99.9273	0.5243833000000702	resourcemanager	?GetPalette24@ResourceManager@@YIPAVTPalette24@@PBD@Z	non-exact
0x0047e820	1856	99.93084	99.9308	99.9308	1.2836096000000268	cspriteframe	?DrawTileShadow@CSpriteFrame@@QBEXHHHHPAGHHHHHAAVTPalette16@@EE@Z	non-exact
0x0047d930	1039	99.940445	99.9404	99.9404	0.6187764500000003	cspriteframe	?DrawAdvObjShadowImpl@CSpriteFrame@@QBEXHHHHPAGHHHHHAAVTPalette16@@E@Z	non-exact
0x00456ec0	823	99.94585	99.9458	99.9458	0.4456545000000688	campaign	??0TCampaignSetWindow@@QAE@XZ	non-exact
0x00431bd0	1611	99.95219	99.9522	99.9522	0.7702191000000593	ai_player	?value_of_hiring@@YIJPAVtown@@PAVhero@@PAVsearchArray@@@Z	non-exact
0x004ba670	874	99.95573	99.9557	99.9557	0.3869198000000158	game	?save@playerData@@QAEHPAVTAbstractFile@@@Z	non-exact
0x0056c120	675	99.96212	99.9621	99.9621	0.2556900000000084	seerhuttext	?LoadSeerHutTextColumn@@YIXPAVTSpreadsheetResource@@PAUTSeerHutTextColumn@@H@Z	non-exact
0x00429d50	1017	99.96784	99.9678	99.9678	0.32706720000003353	ai_player	?fill_prohibited_array@@YIXPAVplayerData@@PAE@Z	non-exact
0x005a3250	796	99.97026	99.9703	99.9703	0.23673040000000256	spells	?HandleCastWallSpell@@YIHAAVmessage@@@Z	non-exact
0x00562da0	930	99.97444	99.9744	99.9744	0.2377080000000209	sacrifice_window	?update_creature_offering@type_sacrifice_window@@QAEXPAUtype_creature_offering@@@Z	non-exact
0x00430ab0	1217	99.97555	99.9755	99.9755	0.2975564999999767	ai_player	?attempt_teleport@@YIEPAVhero@@AAV?$vector@UpathCell@@V?$allocator@UpathCell@@@std@@@std@@J@Z	non-exact
0x004f0b20	1169	99.976135	99.9761	99.9761	0.2789818500000081	kb	?handle_click@type_normal_dialog_frame@@UAEEEE@Z	non-exact
0x005b08b0	1263	99.97872	99.9787	99.9787	0.2687664000000164	swapmgr	?SetRolloverText@swapManager@@QAEXH@Z	non-exact
0x00560380	3431	99.99829	100.0	100.0	0.05867009999997297	sacrifice_window	?create_artifact_widgets@type_sacrifice_window@@AAEXAAJH@Z	non-exact
